Reported Date,Total Dead and Missing,Location Coordinates
2009-05-10,24.0,"2.0667, 45.3667"
2009-05-11,3.0,"33.3386, 44.3939"
2009-05-12,2.0,"33.3386, 44.3939"
2009-05-12,1.0,"36.345, 43.145"
2009-05-13,5.0,"33.3386, 44.3939"
2009-05-13,1.0,"36.345, 43.145"
2009-05-13,6.0,"11.7204, 79.77"
2009-05-13,1.0,"10.38, 78.0"
2009-05-13,2.0,"24.8, 93.95"
2009-05-14,1.0,"33.3386, 44.3939"
2009-05-14,2.0,"33.3386, 44.3939"
2009-05-14,2.0,"33.3386, 44.3939"
2009-05-14,2.0,"42.98, 47.5"
2009-05-16,7.0,"33.3386, 44.3939"
2009-05-16,3.0,"33.3386, 44.3939"
2009-05-16,46.0,"34.005, 71.535"
2009-05-16,6.0,"34.005, 71.535"
2009-05-16,4.0,"4.74, 45.2"
2009-05-17,16.0,"2.0667, 45.3667"
2009-05-17,5.0,"33.3386, 44.3939"
2009-05-17,16.0,"33.3386, 44.3939"
2009-05-18,2.0,"33.3386, 44.3939"
2009-05-18,2.0,"17.4, 78.48"
2009-05-18,2.0,"2.931, -75.3302"
2009-05-19,4.0,"36.345, 43.145"
2009-05-19,4.0,"43.91, 42.72"
2009-05-20,124.0,"33.3386, 44.3939"
2009-05-20,12.0,"33.3386, 44.3939"
2009-05-20,1.0,"17.6131, 121.7269"
2009-05-21,3.0,"36.345, 43.145"
2009-05-21,1.0,"42.98, 47.5"
2009-05-22,87.0,"34.005, 71.535"
2009-05-22,25.0,"-2.51, 28.84"
2009-05-23,1.0,"36.345, 43.145"
2009-05-23,12.0,"2.0667, 45.3667"
2009-05-24,9.0,"48.2, 16.3666"
2009-05-24,9.0,"38.8996, -77.2597"
2009-05-24,9.0,"39.3238, -81.5383"
2009-05-24,9.0,"43.2344, -75.7777"
2009-05-24,1.0,"36.345, 43.145"
2009-05-24,2.0,"2.931, -75.3302"
2009-05-24,2.0,"36.345, 43.145"
2009-05-25,4.0,"31.829, 70.8986"
2009-05-26,1.0,"2.931, -75.3302"
2009-05-26,11.0,"33.3386, 44.3939"
2009-05-26,5.0,"40.79, 72.34"
2009-05-27,2.0,"33.3386, 44.3939"
2009-05-27,2.0,"33.3386, 44.3939"
2009-05-27,230.0,"31.56, 74.35"
2009-05-28,5.0,"36.345, 43.145"
2009-05-28,5.0,"30.22, 67.025"
2009-05-28,21.0,"34.005, 71.535"
2009-05-28,77.0,"34.005, 71.535"
2009-05-29,3.0,"35.4722, 44.3923"
2009-05-29,1.0,"33.6027, 71.4327"
2009-05-29,5.0,"30.22, 67.025"
2009-05-29,1.0,"2.0667, 45.3667"
2009-05-30,1.0,"35.4722, 44.3923"
2009-05-31,3.0,"33.3386, 44.3939"
2009-05-31,2.0,"36.345, 43.145"
2009-05-31,1.0,"37.6897, -97.3441"
2009-06-01,18.0,"33.3386, 44.3939"
2009-06-01,1.0,"30.22, 67.025"
2009-06-01,1.0,"6.932, 79.8578"
2009-06-01,3.0,"33.3386, 44.3939"
2009-06-01,2.0,"34.7255, -92.358"
2009-06-02,20.0,"33.6027, 71.4327"
2009-06-03,40.0,"33.3386, 44.3939"
2009-06-03,3.0,"33.3386, 44.3939"
2009-06-04,5.0,"33.3386, 44.3939"
2009-06-05,1.0,"6.3405, 5.62"
2009-06-05,4.0,"24.87, 66.99"
2009-06-05,2.0,"6.864, 101.25"
2009-06-05,2.0,"33.3386, 44.3939"
2009-06-05,1.0,"11.865, -15.5984"
2009-06-05,6.0,"4.74, 45.2"
2009-06-06,17.0,"10.2837, 22.7833"
2009-06-06,2.0,"36.728, 68.8725"
2009-06-07,4.0,"31.829, 70.8986"
2009-06-07,3.0,"31.829, 70.8986"
2009-06-07,2.0,"2.0667, 45.3667"
2009-06-08,31.0,"33.3386, 44.3939"
2009-06-08,6.0,"30.22, 67.025"
2009-06-09,2.0,"24.87, 66.99"
2009-06-09,1.0,"24.87, 66.99"
2009-06-09,1.0,"36.728, 68.8725"
2009-06-09,8.0,"31.829, 70.8986"
2009-06-09,76.0,"34.005, 71.535"
2009-06-10,4.0,"33.3386, 44.3939"
2009-06-10,4.0,"31.829, 70.8986"
2009-06-10,9.0,"5.1004, 7.35"
2009-06-10,2.0,"6.864, 101.25"
2009-06-10,1.0,"42.5088, 41.8709"
2009-06-10,1.0,"16.7666, -3.0166"
2009-06-11,4.0,"33.3386, 44.3939"
2009-06-11,3.0,"33.3386, 44.3939"
2009-06-11,21.0,"31.829, 70.8986"
2009-06-11,4.0,"33.3386, 44.3939"
2009-06-12,17.0,"33.3386, 44.3939"
2009-06-12,12.0,"33.3386, 44.3939"
2009-06-12,3.0,"29.39, 71.675"
2009-06-12,13.0,"31.56, 74.35"
2009-06-12,1.0,"42.98, 47.5"
2009-06-13,2.0,"42.98, 47.5"
2009-06-14,1.0,"21.4704, 83.9701"
2009-06-14,45.0,"31.829, 70.8986"
2009-06-15,3.0,"36.345, 43.145"
2009-06-15,8.0,"33.3386, 44.3939"
2009-06-16,4.0,"30.22, 67.025"
2009-06-17,1.0,"37.9833, 23.7333"
2009-06-17,1.0,"33.9508, -83.3689"
2009-06-17,1.0,"39.3269, -82.0987"
2009-06-17,1.0,"34.7847, -86.951"
2009-06-17,1.0,"35.4573, -84.6045"
2009-06-17,1.0,"32.2041, -95.8321"
2009-06-17,5.0,"33.3386, 44.3939"
2009-06-17,1.0,"2.0667, 45.3667"
2009-06-18,12.0,"2.0667, 45.3667"
2009-06-20,4.0,"35.6719, 51.4243"
2009-06-20,12.0,"2.0667, 45.3667"
2009-06-21,5.0,"36.345, 43.145"
2009-06-21,4.0,"36.345, 43.145"
2009-06-21,41.0,"33.3386, 44.3939"
2009-06-21,8.0,"33.3386, 44.3939"
2009-06-22,2.0,"34.005, 71.535"
2009-06-22,15.0,"33.3386, 44.3939"
2009-06-22,6.0,"33.3386, 44.3939"
2009-06-22,34.0,"33.3386, 44.3939"
2009-06-22,25.0,"33.3386, 44.3939"
2009-06-22,24.0,"33.3386, 44.3939"
2009-06-22,16.0,"33.3386, 44.3939"
2009-06-22,3.0,"33.3386, 44.3939"
2009-06-22,4.0,"2.0667, 45.3667"
2009-06-23,1.0,"39.232, 117.777"
2009-06-23,1.0,"18.0864, -15.9753"
2009-06-23,1.0,"30.22, 67.025"
2009-06-24,3.0,"35.4722, 44.3923"
2009-06-24,171.0,"33.3386, 44.3939"
2009-06-24,11.0,"33.3386, 44.3939"
2009-06-24,5.0,"14.0696, 121.3226"
2009-06-24,5.0,"37.9628, -122.3425"
2009-06-25,2.0,"33.3386, 44.3939"
2009-06-25,28.0,"33.3386, 44.3939"
2009-06-25,5.0,"33.3386, 44.3939"
2009-06-25,3.0,"33.3386, 44.3939"
2009-06-25,1.0,"2.0667, 45.3667"
2009-06-25,1.0,"36.345, 43.145"
2009-06-26,58.0,"33.3386, 44.3939"
2009-06-26,2.0,"40.8751, -74.0293"
2009-06-27,1.0,"36.345, 43.145"
2009-06-27,5.0,"33.3386, 44.3939"
2009-06-27,3.0,"33.3386, 44.3939"
2009-06-28,3.0,"25.139, 62.3286"
2009-06-30,1.0,"24.87, 66.99"
2009-06-30,130.0,"35.4722, 44.3923"
2009-07-01,10.0,"31.829, 70.8986"
2009-07-02,1.0,"30.22, 67.025"
2009-07-02,1.0,"31.829, 70.8986"
2009-07-02,42.0,"33.6, 73.04"
2009-07-03,5.0,"33.696, -118.0025"
2009-07-04,1.0,"35.4722, 44.3923"
2009-07-04,5.0,"33.3386, 44.3939"
2009-07-04,1.0,"36.345, 43.145"
2009-07-04,2.0,"30.22, 67.025"
2009-07-04,1.0,"31.64, 74.87"
2009-07-05,14.0,"36.345, 43.145"
2009-07-06,1.0,"18.4043, -66.2175"
2009-07-06,1.0,"36.345, 43.145"
2009-07-07,1.0,"7.717, 81.7"
2009-07-07,13.0,"6.0522, 121.0022"
2009-07-07,1.0,"36.345, 43.145"
2009-07-07,1.0,"33.1757, 68.7304"
2009-07-07,26.0,"6.0522, 121.0022"
2009-07-08,1.0,"24.8, 93.95"
2009-07-08,1.0,"24.8, 93.95"
2009-07-08,2.0,"3.12, 43.65"
2009-07-08,1.0,"36.345, 43.145"
2009-07-08,7.0,"36.345, 43.145"
2009-07-08,22.0,"36.345, 43.145"
2009-07-09,44.0,"33.3386, 44.3939"
2009-07-09,6.0,"33.3386, 44.3939"
2009-07-09,31.0,"33.3386, 44.3939"
2009-07-09,4.0,"34.005, 71.535"
2009-07-09,4.0,"50.0833, 14.466"
2009-07-10,2.0,"24.8, 93.95"
2009-07-11,3.0,"36.345, 43.145"
2009-07-11,3.0,"3.4, -76.5"
2009-07-11,13.0,"33.3386, 44.3939"
2009-07-11,13.0,"33.3386, 44.3939"
2009-07-11,43.0,"36.345, 43.145"
2009-07-12,1.0,"35.4722, 44.3923"
2009-07-12,1.0,"33.3386, 44.3939"
2009-07-12,5.0,"33.3386, 44.3939"
2009-07-12,8.0,"33.3386, 44.3939"
2009-07-12,25.0,"33.3386, 44.3939"
2009-07-12,5.0,"6.4433, 3.3915"
2009-07-12,3.0,"33.3386, 44.3939"
2009-07-13,3.0,"36.345, 43.145"
2009-07-13,4.0,"54.3481, -6.6496"
2009-07-13,85.0,"30.2, 71.455"
2009-07-14,10.0,"33.3386, 44.3939"
2009-07-14,1.0,"2.0667, 45.3667"
2009-07-15,4.0,"34.005, 71.535"
2009-07-15,33.0,"33.3386, 44.3939"
2009-07-15,9.0,"33.3386, 44.3939"
2009-07-15,6.0,"33.3386, 44.3939"
2009-07-16,2.0,"11.7753, 124.8861"
2009-07-16,18.0,"33.3386, 44.3939"
2009-07-17,14.0,"33.3386, 44.3939"
2009-07-17,7.0,"33.3386, 44.3939"
2009-07-17,15.0,"33.3386, 44.3939"
2009-07-17,8.0,"33.3386, 44.3939"
2009-07-17,5.0,"33.3386, 44.3939"
2009-07-17,30.0,"-6.1744, 106.8294"
2009-07-17,29.0,"-6.1744, 106.8294"
2009-07-17,2.0,"-6.1744, 106.8294"
2009-07-18,2.0,"-18.9166, 47.5166"
2009-07-19,10.0,"33.3386, 44.3939"
2009-07-19,2.0,"36.728, 68.8725"
2009-07-20,4.0,"33.3386, 44.3939"
2009-07-20,2.0,"35.4722, 44.3923"
2009-07-20,1.0,"6.4603, -71.74"
2009-07-21,43.0,"33.3386, 44.3939"
2009-07-21,35.0,"33.3386, 44.3939"
2009-07-21,15.0,"33.3386, 44.3939"
2009-07-21,8.0,"33.3386, 44.3939"
2009-07-21,6.0,"33.3386, 44.3939"
2009-07-21,29.0,"33.3386, 44.3939"
2009-07-21,4.0,"30.22, 67.025"
2009-07-22,9.0,"33.3386, 44.3939"
2009-07-22,1.0,"34.5167, 69.1833"
2009-07-22,1.0,"30.22, 67.025"
2009-07-22,3.0,"30.22, 67.025"
2009-07-22,1.0,"39.232, 117.777"
2009-07-22,1.0,"30.8104, 73.45"
2009-07-23,3.0,"33.3386, 44.3939"
2009-07-23,1.0,"24.8, 93.95"
2009-07-24,1.0,"30.22, 67.025"
2009-07-24,6.0,"33.3386, 44.3939"
2009-07-25,2.0,"33.3386, 44.3939"
2009-07-26,1.0,"30.22, 67.025"
2009-07-26,3.0,"18.4043, -66.2175"
2009-07-27,3.0,"34.3418, 73.1968"
2009-07-27,3.0,"33.1757, 68.7304"
2009-07-27,5.0,"33.3386, 44.3939"
2009-07-27,2.0,"36.345, 43.145"
2009-07-28,30.0,"33.3386, 44.3939"
2009-07-28,25.0,"33.3386, 44.3939"
2009-07-29,9.0,"31.829, 70.8986"
2009-07-29,2.0,"-8.8383, 13.2344"
2009-07-29,18.0,"2.0667, 45.3667"
2009-07-29,46.0,"42.3504, -3.68"
2009-07-30,4.0,"41.725, 44.7908"
2009-07-30,18.0,"33.3386, 44.3939"
2009-07-30,4.0,"36.345, 43.145"
2009-07-31,1.0,"24.8, 93.95"
2009-07-31,17.0,"35.4722, 44.3923"
2009-07-31,6.0,"33.3386, 44.3939"
2009-07-31,131.0,"33.3386, 44.3939"
2009-07-31,8.0,"33.3386, 44.3939"
2009-07-31,21.0,"33.3386, 44.3939"
2009-07-31,4.0,"33.3386, 44.3939"
2009-08-01,2.0,"42.98, 47.5"
2009-08-02,4.0,"33.3386, 44.3939"
2009-08-04,2.0,"34.5167, 69.1833"
2009-08-04,13.0,"40.4396, -79.9763"
2009-08-05,3.0,"33.3386, 44.3939"
2009-08-05,3.0,"36.345, 43.145"
2009-08-05,4.0,"30.925, 66.4463"
2009-08-06,35.0,"35.4722, 44.3923"
2009-08-06,4.0,"33.3386, 44.3939"
2009-08-06,2.0,"36.345, 43.145"
2009-08-07,1.0,"35.4722, 44.3923"
2009-08-07,12.0,"33.3386, 44.3939"
2009-08-07,11.0,"33.3386, 44.3939"
2009-08-07,8.0,"33.3386, 44.3939"
2009-08-08,2.0,"33.3386, 44.3939"
2009-08-08,4.0,"18.0864, -15.9753"
2009-08-08,25.0,"2.0667, 45.3667"
2009-08-09,1.0,"24.8, 93.95"
2009-08-09,4.0,"33.3386, 44.3939"
2009-08-10,53.0,"33.3386, 44.3939"
2009-08-10,42.0,"33.3386, 44.3939"
2009-08-10,20.0,"33.3386, 44.3939"
2009-08-10,16.0,"33.3386, 44.3939"
2009-08-10,4.0,"33.3386, 44.3939"
2009-08-10,8.0,"33.3386, 44.3939"
2009-08-10,4.0,"33.3386, 44.3939"
2009-08-11,1.0,"32.32, -9.24"
2009-08-11,1.0,"35.8331, 14.4847"
2009-08-11,12.0,"34.005, 71.535"
2009-08-11,1.0,"3.4, -76.5"
2009-08-11,1.0,"42.98, 47.5"
2009-08-11,38.0,"33.3386, 44.3939"
2009-08-11,9.0,"33.3386, 44.3939"
2009-08-11,4.0,"33.3386, 44.3939"
2009-08-12,5.0,"-16.498, -68.15"
2009-08-12,5.0,"24.14, -110.32"
2009-08-12,5.0,"14.32, -87.684"
2009-08-12,5.0,"-33.4661, -67.55"
2009-08-12,2.0,"-16.498, -68.15"
2009-08-12,2.0,"24.14, -110.32"
2009-08-12,2.0,"14.32, -87.684"
2009-08-12,2.0,"-33.4661, -67.55"
2009-08-12,1.0,"36.345, 43.145"
2009-08-12,2.0,"36.345, 43.145"
2009-08-13,15.0,"33.3386, 44.3939"
2009-08-13,19.0,"30.22, 67.025"
2009-08-14,1.0,"4.5705, 28.4163"
2009-08-14,2.0,"41.105, 29.01"
2009-08-15,2.0,"33.3386, 44.3939"
2009-08-15,6.0,"33.3386, 44.3939"
2009-08-15,9.0,"36.345, 43.145"
2009-08-15,7.0,"33.3386, 44.3939"
2009-08-16,22.0,"33.3386, 44.3939"
2009-08-18,1.0,"24.8, 93.95"
2009-08-18,17.0,"33.3386, 44.3939"
2009-08-19,654.0,"33.3386, 44.3939"
2009-08-19,18.0,"33.3386, 44.3939"
2009-08-19,3.0,"30.22, 67.025"
2009-08-19,3.0,"34.5167, 69.1833"
2009-08-20,4.0,"36.728, 68.8725"
2009-08-20,20.0,"33.3386, 44.3939"
2009-08-20,1.0,"36.345, 43.145"
2009-08-20,1.0,"34.5167, 69.1833"
2009-08-21,22.0,"33.3386, 44.3939"
2009-08-21,2.0,"30.22, 67.025"
2009-08-21,3.0,"24.8, 93.95"
2009-08-22,3.0,"34.005, 71.535"
2009-08-22,4.0,"34.005, 71.535"
2009-08-22,3.0,"36.345, 43.145"
2009-08-23,19.0,"34.005, 71.535"
2009-08-24,4.0,"4.74, 45.2"
2009-08-25,2.0,"23.37, 85.33"
2009-08-25,5.0,"33.3386, 44.3939"
2009-08-25,8.0,"2.0667, 45.3667"
2009-08-26,6.0,"30.22, 67.025"
2009-08-26,6.0,"30.22, 67.025"
2009-08-26,2.0,"23.37, 85.33"
2009-08-26,12.0,"33.3386, 44.3939"
2009-08-26,4.0,"33.3386, 44.3939"
2009-08-26,14.0,"1.81, -78.81"
2009-08-26,1.0,"36.728, 68.8725"
2009-08-27,2.0,"21.5169, 39.2192"
2009-08-27,1.0,"36.345, 43.145"
2009-08-27,6.0,"36.345, 43.145"
2009-08-28,3.0,"33.6027, 71.4327"
2009-08-28,1.0,"27.7167, 85.3166"
2009-08-29,14.0,"33.3386, 44.3939"
2009-08-30,1.0,"36.345, 43.145"
2009-09-01,5.0,"25.139, 62.3286"
2009-09-01,3.0,"33.3386, 44.3939"
2009-09-01,2.0,"33.3386, 44.3939"
2009-09-01,3.0,"36.345, 43.145"
2009-09-02,1.0,"37.9833, 23.7333"
2009-09-02,1.0,"33.9508, -83.3689"
2009-09-02,1.0,"39.3269, -82.0987"
2009-09-02,1.0,"34.7847, -86.951"
2009-09-02,1.0,"35.4573, -84.6045"
2009-09-02,1.0,"32.2041, -95.8321"
2009-09-02,1.0,"30.22, 67.025"
2009-09-02,3.0,"33.7, 73.1666"
2009-09-02,2.0,"32.989, 70.5986"
2009-09-03,3.0,"33.3386, 44.3939"
2009-09-03,5.0,"33.3386, 44.3939"
2009-09-03,5.0,"33.3386, 44.3939"
2009-09-03,7.0,"33.3386, 44.3939"
2009-09-03,3.0,"33.3386, 44.3939"
2009-09-03,14.0,"6.4318, 101.8214"
2009-09-03,2.0,"6.4318, 101.8214"
2009-09-04,2.0,"36.728, 68.8725"
2009-09-05,1.0,"33.3386, 44.3939"
2009-09-05,3.0,"6.5505, 101.2851"
2009-09-06,5.0,"23.37, 85.33"
2009-09-06,5.0,"33.3386, 44.3939"
2009-09-06,6.0,"33.3386, 44.3939"
2009-09-06,4.0,"33.3386, 44.3939"
2009-09-07,1.0,"2.0667, 45.3667"
2009-09-07,1.0,"33.3386, 44.3939"
2009-09-07,1.0,"33.3386, 44.3939"
2009-09-07,6.0,"36.345, 43.145"
2009-09-07,5.0,"34.5167, 69.1833"
2009-09-08,1.0,"36.345, 43.145"
2009-09-08,2.0,"36.345, 43.145"
2009-09-08,14.0,"33.3386, 44.3939"
2009-09-09,5.0,"2.0667, 45.3667"
2009-09-09,8.0,"35.4722, 44.3923"
2009-09-09,10.0,"35.4722, 44.3923"
2009-09-09,18.0,"35.4722, 44.3923"
2009-09-09,2.0,"33.3386, 44.3939"
2009-09-09,2.0,"33.3386, 44.3939"
2009-09-09,1.0,"6.864, 101.25"
2009-09-10,1.0,"6.5505, 101.2851"
2009-09-10,1.0,"6.9551, 126.2166"
2009-09-10,48.0,"36.345, 43.145"
2009-09-10,1.0,"36.345, 43.145"
2009-09-11,4.0,"1.81, -78.81"
2009-09-12,18.0,"33.3386, 44.3939"
2009-09-12,2.0,"33.3386, 44.3939"
2009-09-13,4.0,"33.3386, 44.3939"
2009-09-13,2.0,"36.345, 43.145"
2009-09-14,28.0,"2.0667, 45.3667"
2009-09-14,1.0,"24.87, 66.99"
2009-09-15,7.0,"33.3386, 44.3939"
2009-09-15,1.0,"36.345, 43.145"
2009-09-16,1.0,"52.055, 113.465"
2009-09-16,2.0,"33.3386, 44.3939"
2009-09-16,1.0,"33.3386, 44.3939"
2009-09-17,4.0,"33.3386, 44.3939"
2009-09-17,9.0,"33.6027, 71.4327"
2009-09-17,2.0,"33.3386, 44.3939"
2009-09-18,4.0,"39.232, 117.777"
2009-09-18,61.0,"33.6027, 71.4327"
2009-09-18,2.0,"33.3386, 44.3939"
2009-09-19,6.0,"30.22, 67.025"
2009-09-24,16.0,"32.989, 70.5986"
2009-09-26,47.0,"34.005, 71.535"
2009-09-26,4.0,"35.9171, 74.3"
2009-09-27,4.0,"36.345, 43.145"
2009-09-27,6.0,"40.8751, -74.0293"
2009-09-28,3.0,"24.6408, 46.7727"
2009-09-28,2.0,"2.0667, 45.3667"
2009-09-29,1.0,"24.8, 93.95"
2009-09-29,5.0,"33.3386, 44.3939"
2009-09-29,1.0,"36.345, 43.145"
2009-09-29,6.0,"32.989, 70.5986"
2009-09-30,2.0,"33.3386, 44.3939"
2009-09-30,9.0,"33.3386, 44.3939"
2009-10-01,1.0,"33.3386, 44.3939"
2009-10-01,6.0,"33.3386, 44.3939"
2009-10-02,3.0,"33.3386, 44.3939"
2009-10-02,2.0,"33.3386, 44.3939"
2009-10-02,4.0,"33.3386, 44.3939"
2009-10-02,1.0,"4.74, 45.2"
2009-10-03,1.0,"36.345, 43.145"
2009-10-03,2.0,"33.3386, 44.3939"
2009-10-03,1.0,"36.345, 43.145"
2009-10-04,1.0,"33.3386, 44.3939"
2009-10-04,5.0,"33.3386, 44.3939"
2009-10-05,4.0,"34.5167, 69.1833"
2009-10-05,13.0,"33.7, 73.1666"
2009-10-05,1.0,"36.345, 43.145"
2009-10-06,1.0,"38.9041, -76.518"
2009-10-06,1.0,"38.9041, -76.518"
2009-10-07,8.0,"32.8925, 13.18"
2009-10-07,8.0,"34.42, 35.87"
2009-10-07,6.0,"33.3386, 44.3939"
2009-10-07,5.0,"36.345, 43.145"
2009-10-07,3.0,"36.345, 43.145"
2009-10-08,96.0,"34.5167, 69.1833"
2009-10-08,1.0,"34.005, 71.535"
2009-10-09,142.0,"34.005, 71.535"
2009-10-09,3.0,"36.345, 43.145"
2009-10-09,8.0,"2.0667, 45.3667"
2009-10-10,2.0,"36.345, 43.145"
2009-10-10,15.0,"33.6, 73.04"
2009-10-12,1.0,"30.22, 67.025"
2009-10-12,5.0,"36.345, 43.145"
2009-10-12,1.0,"36.345, 43.145"
2009-10-12,4.0,"33.3386, 44.3939"
2009-10-12,5.0,"33.3386, 44.3939"
2009-10-12,2.0,"45.47, 9.205"
2009-10-12,2.0,"42.0815, -83.6854"
2009-10-12,2.0,"35.9126, -88.7554"
2009-10-12,2.0,"41.4416, -90.5595"
2009-10-13,200.0,"2.0667, 45.3667"
2009-10-13,2.0,"36.345, 43.145"
2009-10-13,2.0,"30.22, 67.025"
2009-10-14,2.0,"4.5705, 28.4163"
2009-10-14,4.0,"4.5705, 28.4163"
2009-10-14,13.0,"33.3386, 44.3939"
2009-10-14,2.0,"33.3386, 44.3939"
2009-10-14,3.0,"33.3386, 44.3939"
2009-10-15,13.0,"34.005, 71.535"
2009-10-15,60.0,"31.56, 74.35"
2009-10-15,14.0,"31.56, 74.35"
2009-10-15,4.0,"35.4722, 44.3923"
2009-10-15,3.0,"36.345, 43.145"
2009-10-16,1.0,"54.6, -5.96"
2009-10-16,1.0,"54.5968, -5.9254"
2009-10-17,2.0,"33.3386, 44.3939"
2009-10-17,3.0,"33.3386, 44.3939"
2009-10-18,2.0,"37.3021, -121.8489"
2009-10-18,2.0,"10.745, 121.9415"
2009-10-18,2.0,"10.18, 125.5683"
2009-10-18,2.0,"36.345, 43.145"
2009-10-18,20.0,"33.3386, 44.3939"
2009-10-18,17.0,"33.3386, 44.3939"
2009-10-18,4.0,"33.3386, 44.3939"
2009-10-19,27.0,"6.5505, 101.2851"
2009-10-19,3.0,"36.345, 43.145"
2009-10-19,2.0,"35.4722, 44.3923"
2009-10-19,9.0,"33.3386, 44.3939"
2009-10-19,11.0,"33.3386, 44.3939"
2009-10-20,41.0,"33.7, 73.1666"
2009-10-20,3.0,"33.3386, 44.3939"
2009-10-20,2.0,"33.3386, 44.3939"
2009-10-20,1.0,"36.345, 43.145"
2009-10-20,2.0,"36.345, 43.145"
2009-10-21,1.0,"36.345, 43.145"
2009-10-21,2.0,"-2.533, 140.7"
2009-10-21,15.0,"23.7231, 90.4086"
2009-10-21,2.0,"35.4722, 44.3923"
2009-10-22,2.0,"6.5505, 101.2851"
2009-10-22,2.0,"33.7, 73.1666"
2009-10-22,2.0,"33.3386, 44.3939"
2009-10-23,1.0,"36.345, 43.145"
2009-10-24,1.0,"33.7, 73.1666"
2009-10-24,2.0,"33.3386, 44.3939"
2009-10-25,436.0,"33.3386, 44.3939"
2009-10-25,437.0,"33.3386, 44.3939"
2009-10-25,2.0,"6.864, 101.25"
2009-10-25,2.0,"30.22, 67.025"
2009-10-26,2.0,"6.864, 101.25"
2009-10-26,1.0,"36.345, 43.145"
2009-10-27,7.0,"37.9833, 23.7333"
2009-10-27,7.0,"33.9508, -83.3689"
2009-10-27,7.0,"39.3269, -82.0987"
2009-10-27,7.0,"34.7847, -86.951"
2009-10-27,7.0,"35.4573, -84.6045"
2009-10-27,7.0,"32.2041, -95.8321"
2009-10-28,23.0,"2.0667, 45.3667"
2009-10-28,7.0,"33.3386, 44.3939"
2009-10-28,6.0,"33.3386, 44.3939"
2009-10-28,21.0,"34.5167, 69.1833"
2009-10-28,320.0,"34.005, 71.535"
2009-10-29,1.0,"42.98, 47.5"
2009-10-29,5.0,"33.3386, 44.3939"
2009-10-31,9.0,"33.3386, 44.3939"
2009-10-31,6.0,"33.3386, 44.3939"
2009-10-31,4.0,"33.3386, 44.3939"
2009-10-31,1.0,"30.22, 67.025"
2009-11-01,7.0,"15.3276, 119.978"
2009-11-02,1.0,"36.345, 43.145"
2009-11-02,2.0,"6.5505, 101.2851"
2009-11-02,17.0,"31.56, 74.35"
2009-11-02,98.0,"33.6, 73.04"
2009-11-03,2.0,"33.6, 73.04"
2009-11-03,5.0,"24.8, 93.95"
2009-11-03,10.0,"-12.97, -38.48"
2009-11-03,3.0,"36.345, 43.145"
2009-11-03,2.0,"33.3386, 44.3939"
2009-11-04,1.0,"14.102, -87.2175"
2009-11-04,7.0,"33.3386, 44.3939"
2009-11-04,1.0,"31.112, 61.887"
2009-11-05,2.0,"33.3386, 44.3939"
2009-11-05,5.0,"4.74, 45.2"
2009-11-05,4.0,"23.7231, 90.4086"
2009-11-05,2.0,"8.0555, 123.7904"
2009-11-05,1.0,"30.22, 67.025"
2009-11-05,45.0,"31.0755, -97.7297"
2009-11-06,1.0,"5.55, 95.32"
2009-11-07,3.0,"30.22, 67.025"
2009-11-08,1.0,"36.345, 43.145"
2009-11-08,57.0,"34.005, 71.535"
2009-11-09,1.0,"33.3386, 44.3939"
2009-11-09,1.0,"35.4722, 44.3923"
2009-11-10,3.0,"35.4722, 44.3923"
2009-11-11,2.0,"1.6104, -75.62"
2009-11-11,4.0,"33.3386, 44.3939"
2009-11-11,1.0,"36.345, 43.145"
2009-11-11,1.0,"6.4318, 101.8214"
2009-11-12,1.0,"33.3386, 44.3939"
2009-11-12,5.0,"33.3386, 44.3939"
2009-11-12,3.0,"33.3386, 44.3939"
2009-11-12,1.0,"34.005, 71.535"
2009-11-12,6.0,"39.232, 117.777"
2009-11-13,1.0,"33.3386, 44.3939"
2009-11-14,1.0,"6.5505, 101.2851"
2009-11-14,4.0,"2.931, -75.3302"
2009-11-15,2.0,"36.345, 43.145"
2009-11-15,12.0,"13.75, 100.5166"
2009-11-15,3.0,"34.005, 71.535"
2009-11-16,3.0,"35.4722, 44.3923"
2009-11-16,14.0,"35.4722, 44.3923"
2009-11-16,2.0,"36.345, 43.145"
2009-11-16,1.0,"24.87, 66.99"
2009-11-16,1.0,"6.4318, 101.8214"
2009-11-16,1.0,"4.74, 45.2"
2009-11-17,2.0,"35.4722, 44.3923"
2009-11-17,8.0,"33.3386, 44.3939"
2009-11-17,6.0,"30.22, 67.025"
2009-11-18,1.0,"33.3386, 44.3939"
2009-11-18,1.0,"33.3386, 44.3939"
2009-11-18,2.0,"14.6704, -86.23"
2009-11-18,7.0,"30.22, 67.025"
2009-11-19,9.0,"33.3386, 44.3939"
2009-11-19,1.0,"6.864, 101.25"
2009-11-19,1.0,"6.864, 101.25"
2009-11-19,5.0,"24.8, 93.95"
2009-11-19,43.0,"34.005, 71.535"
2009-11-20,1.0,"35.4722, 44.3923"
2009-11-21,6.0,"33.3386, 44.3939"
2009-11-21,4.0,"33.3386, 44.3939"
2009-11-21,1.0,"36.345, 43.145"
2009-11-21,1.0,"34.005, 71.535"
2009-11-21,4.0,"34.5167, 69.1833"
2009-11-22,1.0,"9.5004, 49.166"
2009-11-22,6.0,"33.3386, 44.3939"
2009-11-22,1.0,"36.345, 43.145"
2009-11-22,1.0,"36.345, 43.145"
